"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1745348400";"22.04.2025 22:00";"157,28";"157,28";"157,28";"157,28"
"1745352000";"22.04.2025 23:00";"123,41";"123,41";"126,21";"123,41"
"1745355600";"23.04.2025 00:00";"112,16";"112,16";"109,35";"112,16"
"1745359200";"23.04.2025 01:00";"108,74";"108,74";"108,74";"108,74"
"1745362800";"23.04.2025 02:00";"100,81";"100,81";"100,82";"100,81"
"1745366400";"23.04.2025 03:00";"98,97";"98,97";"98,97";"98,97"
"1745370000";"23.04.2025 04:00";"98,86";"98,86";"98,86";"98,86"
"1745373600";"23.04.2025 05:00";"103,12";"103,12";"103,13";"103,12"
"1745377200";"23.04.2025 06:00";"158,31";"158,31";"158,31";"158,31"
"1745380800";"23.04.2025 07:00";"249,99";"249,99";"250";"249,99"
"1745384400";"23.04.2025 08:00";"154,76";"154,76";"349,99";"154,76"
"1745388000";"23.04.2025 09:00";"122,5";"122,5";"300,02";"122,5"
"1745391600";"23.04.2025 10:00";"99,98";"99,98";"203,11";"99,98"
"1745395200";"23.04.2025 11:00";"86,71";"86,71";"86,71";"86,71"
"1745398800";"23.04.2025 12:00";"80,15";"80,15";"80,15";"80,15"
"1745402400";"23.04.2025 13:00";"77";"77";"26";"26"
"1745406000";"23.04.2025 14:00";"78,36";"78,36";"4,01";"4,01"
"1745409600";"23.04.2025 15:00";"83,59";"83,59";"3,17";"3,17"
"1745413200";"23.04.2025 16:00";"90,12";"90,12";"3,91";"3,91"
"1745416800";"23.04.2025 17:00";"97,78";"97,78";"4,04";"85,17"
"1745420400";"23.04.2025 18:00";"110";"110";"4,73";"110"
"1745424000";"23.04.2025 19:00";"134,44";"134,44";"8,56";"134,44"
"1745427600";"23.04.2025 20:00";"171,19";"171,19";"24,18";"171,19"
"1745431200";"23.04.2025 21:00";"215,03";"215,03";"33,64";"215,03"
"1745434800";"23.04.2025 22:00";"126,89";"126,89";"33,47";"126,89"
"1745438400";"23.04.2025 23:00";"108,41";"108,41";"26,27";"86,09"
"1745442000";"24.04.2025 00:00";"98,69";"98,69";"23,61";"23,61"
"1745445600";"24.04.2025 01:00";"95,22";"95,22";"14,94";"95,22"
"1745449200";"24.04.2025 02:00";"89,03";"89,03";"18,97";"89,03"
"1745452800";"24.04.2025 03:00";"87,17";"87,17";"30,86";"85,6"
"1745456400";"24.04.2025 04:00";"86,02";"86,02";"49";"85,59"
"1745460000";"24.04.2025 05:00";"84,88";"84,88";"68,15";"84,88"
"1745463600";"24.04.2025 06:00";"187,6";"187,6";"204,32";"187,6"
"1745467200";"24.04.2025 07:00";"220,82";"220,82";"224";"220,82"
"1745470800";"24.04.2025 08:00";"250,05";"250,05";"382,06";"250,05"
"1745474400";"24.04.2025 09:00";"118,25";"118,25";"299,97";"118,25"
"1745478000";"24.04.2025 10:00";"185";"185";"224";"185"
"1745481600";"24.04.2025 11:00";"94,46";"94,46";"156,95";"94,46"
"1745485200";"24.04.2025 12:00";"88,93";"88,93";"161,95";"88,93"
"1745488800";"24.04.2025 13:00";"85,6";"85,6";"150";"85,6"
"1745492400";"24.04.2025 14:00";"77,33";"77,33";"129,99";"77,33"
"1745496000";"24.04.2025 15:00";"77,9";"77,9";"87,2";"77,9"
"1745499600";"24.04.2025 16:00";"85,6";"85,6";"114,91";"85,6"
"1745503200";"24.04.2025 17:00";"85,59";"85,59";"129,99";"85,59"
"1745506800";"24.04.2025 18:00";"203";"203";"202,99";"203"
"1745510400";"24.04.2025 19:00";"176,35";"176,35";"249,99";"176,35"
"1745514000";"24.04.2025 20:00";"250,04";"250,04";"300,03";"250,04"
"1745517600";"24.04.2025 21:00";"189,99";"189,99";"250";"189,99"
"1745521200";"24.04.2025 22:00";"166,5";"166,5";"282,9";"166,5"
"1745524800";"24.04.2025 23:00";"106,53";"106,53";"197,25";"106,53"
"1745528400";"25.04.2025 00:00";"93,1";"93,1";"129,99";"93,1"
"1745532000";"25.04.2025 01:00";"86,69";"86,69";"86,7";"86,69"
"1745535600";"25.04.2025 02:00";"83,48";"83,48";"83,48";"83,48"
"1745539200";"25.04.2025 03:00";"82,56";"82,56";"82,56";"82,56"
"1745542800";"25.04.2025 04:00";"84";"84";"84";"84"
"1745546400";"25.04.2025 05:00";"85,48";"85,48";"85,48";"85,48"
"1745550000";"25.04.2025 06:00";"115,93";"115,93";"162,49";"162,49"
"1745553600";"25.04.2025 07:00";"135,93";"135,93";"299,94";"299,94"
"1745557200";"25.04.2025 08:00";"113,39";"113,39";"299,94";"299,94"
"1745560800";"25.04.2025 09:00";"108,87";"108,87";"282,96";"108,87"
"1745564400";"25.04.2025 10:00";"95,66";"95,66";"154,1";"95,66"
"1745568000";"25.04.2025 11:00";"74,4";"74,4";"100,5";"74,4"
"1745571600";"25.04.2025 12:00";"69,69";"69,69";"69,69";"69,69"
"1745575200";"25.04.2025 13:00";"64,05";"64,05";"64,05";"64,05"
"1745578800";"25.04.2025 14:00";"31,42";"31,42";"31,42";"31,42"
"1745582400";"25.04.2025 15:00";"27,68";"27,68";"27,68";"27,68"
"1745586000";"25.04.2025 16:00";"56,9";"56,9";"33,09";"33,09"
"1745589600";"25.04.2025 17:00";"58,34";"58,34";"58,34";"58,34"
"1745593200";"25.04.2025 18:00";"84,83";"84,83";"28,76";"84,83"
"1745596800";"25.04.2025 19:00";"99,89";"99,89";"40,63";"99,89"
"1745600400";"25.04.2025 20:00";"116,23";"116,23";"39,96";"116,23"
"1745604000";"25.04.2025 21:00";"137,28";"137,28";"24,08";"137,28"
"1745607600";"25.04.2025 22:00";"109,63";"109,63";"18,19";"109,63"
"1745611200";"25.04.2025 23:00";"100,37";"100,37";"4,28";"100,37"
"1745614800";"26.04.2025 00:00";"75";"75";"3,65";"75"
"1745618400";"26.04.2025 01:00";"67,71";"67,71";"3,65";"67,71"
"1745622000";"26.04.2025 02:00";"65,94";"65,94";"3,62";"65,94"
"1745625600";"26.04.2025 03:00";"65,9";"65,9";"3,49";"65,9"
"1745629200";"26.04.2025 04:00";"61,46";"61,46";"3,94";"61,46"
"1745632800";"26.04.2025 05:00";"62,25";"62,25";"4,2";"62,25"
"1745636400";"26.04.2025 06:00";"66,21";"66,21";"4,37";"66,21"
"1745640000";"26.04.2025 07:00";"64,52";"64,52";"7,07";"64,52"
"1745643600";"26.04.2025 08:00";"51,14";"51,14";"25,94";"51,14"
"1745647200";"26.04.2025 09:00";"41,53";"41,53";"37,89";"41,53"
"1745650800";"26.04.2025 10:00";"20,09";"20,09";"23,72";"20,09"
"1745654400";"26.04.2025 11:00";"2,55";"2,55";"5,76";"2,55"
"1745658000";"26.04.2025 12:00";"0,1";"0,1";"3,02";"0,1"
"1745661600";"26.04.2025 13:00";"-1,46";"-1,46";"0,9";"-1,46"
"1745665200";"26.04.2025 14:00";"-1,69";"-1,69";"0,38";"-1,69"
"1745668800";"26.04.2025 15:00";"-2,18";"-2,18";"-0,01";"-2,18"
"1745672400";"26.04.2025 16:00";"-0,88";"-0,88";"1,38";"-0,88"
"1745676000";"26.04.2025 17:00";"1,66";"1,66";"3,96";"1,66"
"1745679600";"26.04.2025 18:00";"29,1";"29,1";"28,71";"29,1"
"1745683200";"26.04.2025 19:00";"50,86";"50,86";"50,86";"50,86"
"1745686800";"26.04.2025 20:00";"100,22";"100,22";"100,23";"100,22"
"1745690400";"26.04.2025 21:00";"110,93";"110,93";"110,93";"110,93"
"1745694000";"26.04.2025 22:00";"128,97";"128,97";"128,97";"128,97"
"1745697600";"26.04.2025 23:00";"85,44";"85,44";"85,44";"85,44"
"1745701200";"27.04.2025 00:00";"72,61";"72,61";"72,61";"72,61"
"1745704800";"27.04.2025 01:00";"129,02";"70,08";"129,02";"129,02"
"1745708400";"27.04.2025 02:00";"112,91";"112,91";"112,91";"112,91"
"1745712000";"27.04.2025 03:00";"99,98";"99,98";"99,98";"99,98"
"1745715600";"27.04.2025 04:00";"100,07";"100,07";"100,07";"100,07"
"1745719200";"27.04.2025 05:00";"84,92";"84,92";"84,92";"84,92"
"1745722800";"27.04.2025 06:00";"68,58";"68,58";"60,1";"68,58"
"1745726400";"27.04.2025 07:00";"68,74";"68,74";"55,05";"68,74"
"1745730000";"27.04.2025 08:00";"62,4";"62,4";"57,16";"62,4"
"1745733600";"27.04.2025 09:00";"34,55";"34,55";"35,86";"34,55"
"1745737200";"27.04.2025 10:00";"1,03";"1,03";"4,99";"1,03"
"1745740800";"27.04.2025 11:00";"-1,64";"-1,64";"0,93";"-1,64"
"1745744400";"27.04.2025 12:00";"-4,35";"-4,35";"-0,2";"-4,35"
"1745748000";"27.04.2025 13:00";"-9,98";"-9,98";"-0,2";"-9,98"
"1745751600";"27.04.2025 14:00";"-15,47";"-15,47";"-0,5";"-15,47"
"1745755200";"27.04.2025 15:00";"-17,52";"-17,52";"-0,11";"-17,52"
"1745758800";"27.04.2025 16:00";"-0,01";"-0,01";"-0,01";"-0,01"
"1745762400";"27.04.2025 17:00";"1,67";"1,67";"1,67";"1,67"
"1745766000";"27.04.2025 18:00";"32,9";"32,9";"32,9";"32,9"
"1745769600";"27.04.2025 19:00";"122,34";"122,34";"107,33";"122,34"
"1745773200";"27.04.2025 20:00";"164,4";"164,4";"164,4";"164,4"
"1745776800";"27.04.2025 21:00";"129,04";"129,04";"57,17";"129,04"
"1745780400";"27.04.2025 22:00";"109,13";"109,13";"69,99";"109,13"
"1745784000";"27.04.2025 23:00";"99";"99";"56,08";"99"
"1745787600";"28.04.2025 00:00";"58,13";"58,13";"55,03";"58,13"
"1745791200";"28.04.2025 01:00";"92,7";"92,7";"25,99";"92,7"
"1745794800";"28.04.2025 02:00";"87,03";"87,03";"12,89";"87,03"
"1745798400";"28.04.2025 03:00";"65,04";"65,04";"5,28";"65,04"
"1745802000";"28.04.2025 04:00";"52,84";"52,84";"7,24";"52,84"
"1745805600";"28.04.2025 05:00";"79,92";"79,92";"7,85";"79,92"
"1745809200";"28.04.2025 06:00";"55,63";"55,63";"24,97";"55,63"
"1745812800";"28.04.2025 07:00";"128,54";"128,54";"39,92";"128,54"
"1745816400";"28.04.2025 08:00";"131,09";"131,09";"131,09";"131,09"
"1745820000";"28.04.2025 09:00";"185,06";"94,68";"185,06";"185,06"
"1745823600";"28.04.2025 10:00";"137,98";"67,37";"137,98";"137,98"
"1745827200";"28.04.2025 11:00";"66,05";"9,74";"66,05";"66,05"
"1745830800";"28.04.2025 12:00";"30";"3,51";"30";"30"
"1745834400";"28.04.2025 13:00";"25,32";"0,02";"25,32";"25,32"
"1745838000";"28.04.2025 14:00";"17,88";"-0,01";"17,88";"17,88"
"1745841600";"28.04.2025 15:00";"21,71";"0";"21,71";"21,71"
"1745845200";"28.04.2025 16:00";"31,12";"-1,03";"31,12";"31,12"
"1745848800";"28.04.2025 17:00";"50,01";"2,03";"50,01";"50,01"
"1745852400";"28.04.2025 18:00";"66,03";"66,03";"66,03";"66,03"
"1745856000";"28.04.2025 19:00";"99,99";"92,07";"99,99";"99,99"
"1745859600";"28.04.2025 20:00";"119,42";"119,42";"83,44";"119,42"
"1745863200";"28.04.2025 21:00";"79,91";"79,91";"51";"79,91"
"1745866800";"28.04.2025 22:00";"79,96";"79,96";"43,16";"79,96"
"1745870400";"28.04.2025 23:00";"34,62";"34,62";"20,68";"34,62"
"1745874000";"29.04.2025 00:00";"17,51";"17,51";"2,72";"17,51"
"1745877600";"29.04.2025 01:00";"5,29";"5,29";"5,29";"5,29"
"1745881200";"29.04.2025 02:00";"4,08";"4,08";"1,76";"4,08"
"1745884800";"29.04.2025 03:00";"3,8";"3,8";"1,25";"3,8"
"1745888400";"29.04.2025 04:00";"3,91";"3,91";"0,87";"3,91"
"1745892000";"29.04.2025 05:00";"30,19";"30,19";"0,1";"30,19"
"1745895600";"29.04.2025 06:00";"84,66";"84,66";"1,07";"84,66"
"1745899200";"29.04.2025 07:00";"73,34";"73,34";"7,85";"73,34"
"1745902800";"29.04.2025 08:00";"113,62";"113,62";"31,06";"113,62"
"1745906400";"29.04.2025 09:00";"89,58";"89,58";"39,99";"89,58"
"1745910000";"29.04.2025 10:00";"66,11";"66,11";"39,55";"48,9"
"1745913600";"29.04.2025 11:00";"5,02";"5,02";"14,38";"5,02"
"1745917200";"29.04.2025 12:00";"3";"3";"3";"3"
"1745920800";"29.04.2025 13:00";"1,62";"1,62";"1,72";"1,62"
"1745924400";"29.04.2025 14:00";"0,41";"0";"1,02";"0,41"
"1745928000";"29.04.2025 15:00";"0,2";"0,02";"1,66";"0,2"
"1745931600";"29.04.2025 16:00";"1,05";"0,65";"2,54";"1,05"
"1745935200";"29.04.2025 17:00";"14,4";"14,4";"29,48";"14,4"
"1745938800";"29.04.2025 18:00";"76,51";"76,51";"59,94";"76,51"
"1745942400";"29.04.2025 19:00";"101,58";"101,58";"101,58";"101,58"
"1745946000";"29.04.2025 20:00";"200";"143,98";"200";"200"
"1745949600";"29.04.2025 21:00";"198,53";"186,42";"198,54";"198,53"
"1745953200";"29.04.2025 22:00";"226,03";"133,27";"226,04";"226,03"
"1745956800";"29.04.2025 23:00";"150,01";"116,91";"150,01";"150,01"
"1745960400";"30.04.2025 00:00";"119,97";"119,97";"119,97";"119,97"
"1745964000";"30.04.2025 01:00";"95";"95";"95";"95"
"1745967600";"30.04.2025 02:00";"127,24";"90,02";"127,24";"127,24"
"1745971200";"30.04.2025 03:00";"88,05";"88,05";"88,05";"88,05"
"1745974800";"30.04.2025 04:00";"88,65";"88,65";"88,65";"88,65"
"1745978400";"30.04.2025 05:00";"127,23";"127,23";"127,23";"127,23"
"1745982000";"30.04.2025 06:00";"127,23";"127,23";"262,43";"262,43"
"1745985600";"30.04.2025 07:00";"182,63";"182,63";"299,92";"299,92"
"1745989200";"30.04.2025 08:00";"120,28";"120,28";"290";"290"
"1745992800";"30.04.2025 09:00";"199,95";"94,81";"225,72";"225,72"
"1745996400";"30.04.2025 10:00";"198,99";"70,38";"198,99";"198,99"
"1746000000";"30.04.2025 11:00";"71,97";"7,08";"223,56";"223,56"
"1746003600";"30.04.2025 12:00";"79,97";"1,15";"199,99";"199,99"
"1746007200";"30.04.2025 13:00";"79,95";"0,25";"189";"189"
"1746010800";"30.04.2025 14:00";"145,11";"-0,11";"155,05";"155,05"
"1746014400";"30.04.2025 15:00";"146,96";"3,5";"146,96";"146,96"
"1746018000";"30.04.2025 16:00";"140,56";"0,02";"140,56";"140,56"
"1746021600";"30.04.2025 17:00";"119,94";"19,82";"119,94";"119,94"
"1746025200";"30.04.2025 18:00";"81,5";"62,59";"81,5";"81,5"
"1746028800";"30.04.2025 19:00";"67,25";"67,25";"67,25";"67,25"
"1746032400";"30.04.2025 20:00";"127,82";"127,82";"127,82";"127,82"
"1746036000";"30.04.2025 21:00";"172,9";"172,9";"119,93";"172,9"
"1746039600";"30.04.2025 22:00";"131,11";"131,11";"146,96";"131,11"
"1746043200";"30.04.2025 23:00";"108,42";"108,42";"108,42";"108,42"
"1746046800";"01.05.2025 00:00";"91,33";"91,33";"91,33";"91,33"
"1746050400";"01.05.2025 01:00";"97,92";"97,92";"65,33";"97,92"
"1746054000";"01.05.2025 02:00";"92,18";"92,18";"56,09";"92,18"
"1746057600";"01.05.2025 03:00";"81,24";"81,24";"40,01";"81,24"
"1746061200";"01.05.2025 04:00";"76,41";"76,41";"6,91";"76,41"
"1746064800";"01.05.2025 05:00";"90,91";"90,91";"4,91";"90,91"
"1746068400";"01.05.2025 06:00";"66,44";"66,44";"4,88";"66,44"
"1746072000";"01.05.2025 07:00";"64,01";"64,01";"6,54";"64,01"
"1746075600";"01.05.2025 08:00";"59,02";"59,02";"47,94";"59,02"
"1746079200";"01.05.2025 09:00";"50,69";"50,69";"45,47";"50,69"
"1746082800";"01.05.2025 10:00";"7,08";"7,08";"12,3";"7,08"
"1746086400";"01.05.2025 11:00";"2,81";"-2,62";"2,81";"2,81"
"1746090000";"01.05.2025 12:00";"1,83";"1,83";"1,83";"1,83"
"1746093600";"01.05.2025 13:00";"1,06";"-2,73";"1,06";"1,06"
"1746097200";"01.05.2025 14:00";"-0,1";"-3,32";"-0,1";"-0,1"
"1746100800";"01.05.2025 15:00";"-0,11";"-5,61";"-0,11";"-0,11"
"1746104400";"01.05.2025 16:00";"0";"-1,65";"0";"0"
"1746108000";"01.05.2025 17:00";"2,51";"2,25";"2,51";"2,51"
"1746111600";"01.05.2025 18:00";"40,2";"40,2";"9,97";"40,2"
"1746115200";"01.05.2025 19:00";"144,13";"144,13";"4,26";"144,13"
"1746118800";"01.05.2025 20:00";"250,04";"250,04";"3,61";"250,04"
"1746122400";"01.05.2025 21:00";"339,99";"339,99";"2,39";"339,99"
"1746126000";"01.05.2025 22:00";"189,99";"189,99";"1,75";"189,99"
"1746129600";"01.05.2025 23:00";"144,12";"144,12";"0,61";"144,12"
"1746133200";"02.05.2025 00:00";"144,13";"144,13";"-0,01";"144,13"
"1746136800";"02.05.2025 01:00";"89,39";"89,39";"0";"89,39"
"1746140400";"02.05.2025 02:00";"56,87";"56,87";"-0,01";"56,87"
"1746144000";"02.05.2025 03:00";"53,76";"53,76";"-0,02";"53,76"
"1746147600";"02.05.2025 04:00";"52,68";"52,68";"-0,01";"52,68"
"1746151200";"02.05.2025 05:00";"51,72";"51,72";"-0,01";"51,72"
"1746154800";"02.05.2025 06:00";"53,27";"53,27";"0,39";"53,27"
"1746158400";"02.05.2025 07:00";"58,76";"58,76";"1,68";"58,76"
"1746162000";"02.05.2025 08:00";"64,9";"64,9";"2,61";"64,9"
"1746165600";"02.05.2025 09:00";"68,01";"68,01";"3,08";"68,01"
"1746169200";"02.05.2025 10:00";"8,24";"8,24";"3,23";"8,24"
"1746172800";"02.05.2025 11:00";"0,85";"0,85";"1,51";"0,85"
"1746176400";"02.05.2025 12:00";"0,51";"0,51";"0,51";"0,51"
"1746180000";"02.05.2025 13:00";"-0,1";"-0,1";"-0,1";"-0,1"
"1746183600";"02.05.2025 14:00";"-3";"-3";"-1,73";"-3"
"1746187200";"02.05.2025 15:00";"-2,2";"-2,2";"-1,54";"-2,2"
"1746190800";"02.05.2025 16:00";"0";"-0,08";"0";"0"
"1746194400";"02.05.2025 17:00";"1,11";"0,63";"1,11";"1,11"
"1746198000";"02.05.2025 18:00";"8,21";"8,21";"3,23";"8,21"
"1746201600";"02.05.2025 19:00";"56,16";"56,16";"3,06";"56,16"
"1746205200";"02.05.2025 20:00";"60,44";"60,44";"3,05";"60,44"
"1746208800";"02.05.2025 21:00";"66,62";"66,62";"2,7";"66,62"
"1746212400";"02.05.2025 22:00";"66,16";"66,16";"2,54";"66,16"
"1746216000";"02.05.2025 23:00";"61,4";"61,4";"1,88";"61,4"
"1746219600";"03.05.2025 00:00";"59,67";"59,67";"1,33";"59,67"
"1746223200";"03.05.2025 01:00";"57,33";"57,33";"1,15";"57,33"
"1746226800";"03.05.2025 02:00";"61,23";"61,23";"0,49";"61,23"
"1746230400";"03.05.2025 03:00";"60,83";"60,83";"0,25";"60,83"
"1746234000";"03.05.2025 04:00";"60,83";"60,83";"0,5";"60,83"
"1746237600";"03.05.2025 05:00";"62,19";"62,19";"0,51";"62,19"
"1746241200";"03.05.2025 06:00";"62,04";"62,04";"0";"62,04"
"1746244800";"03.05.2025 07:00";"61,73";"61,73";"0,08";"61,73"
"1746248400";"03.05.2025 08:00";"60,89";"60,89";"1,28";"60,89"
"1746252000";"03.05.2025 09:00";"7,08";"7,08";"0,5";"7,08"
"1746255600";"03.05.2025 10:00";"1,87";"1,87";"1,5";"1,87"
"1746259200";"03.05.2025 11:00";"0,01";"0,01";"0,38";"0,01"
"1746262800";"03.05.2025 12:00";"0";"0";"0";"0"
"1746266400";"03.05.2025 13:00";"-0,93";"-0,93";"-0,35";"-0,93"
"1746270000";"03.05.2025 14:00";"-2,66";"-2,66";"-1,42";"-2,66"
"1746273600";"03.05.2025 15:00";"-2,5";"-2,5";"-1,48";"-2,5"
"1746277200";"03.05.2025 16:00";"-0,02";"-0,02";"0";"-0,02"
"1746280800";"03.05.2025 17:00";"0,93";"0,93";"0,92";"0,93"
"1746284400";"03.05.2025 18:00";"23,02";"23,02";"3";"23,02"
"1746288000";"03.05.2025 19:00";"71,49";"71,49";"2,98";"71,49"
"1746291600";"03.05.2025 20:00";"76,6";"76,6";"3,38";"76,6"
"1746295200";"03.05.2025 21:00";"100,87";"100,87";"3,24";"100,87"
"1746298800";"03.05.2025 22:00";"91";"91";"3,02";"91"
"1746302400";"03.05.2025 23:00";"67,89";"67,89";"2,36";"67,89"
"1746306000";"04.05.2025 00:00";"64,12";"64,12";"1,43";"64,12"
"1746309600";"04.05.2025 01:00";"60,66";"60,66";"2,17";"60,66"
"1746313200";"04.05.2025 02:00";"45,26";"45,26";"1,71";"45,26"
"1746316800";"04.05.2025 03:00";"32,06";"32,06";"0,4";"32,06"
"1746320400";"04.05.2025 04:00";"77,5";"77,5";"0,73";"77,5"
"1746324000";"04.05.2025 05:00";"165,19";"165,19";"0,43";"165,19"
"1746327600";"04.05.2025 06:00";"165,19";"165,19";"0,46";"165,19"
"1746331200";"04.05.2025 07:00";"36,23";"36,23";"0,5";"36,23"
"1746334800";"04.05.2025 08:00";"33,01";"33,01";"0";"33,01"
"1746338400";"04.05.2025 09:00";"5,42";"5,42";"0,47";"5,42"
"1746342000";"04.05.2025 10:00";"1,06";"1,06";"-0,05";"1,06"
"1746345600";"04.05.2025 11:00";"7,29";"7,29";"-0,11";"7,29"
"1746349200";"04.05.2025 12:00";"5,65";"5,65";"-0,18";"5,65"
"1746352800";"04.05.2025 13:00";"4,49";"4,49";"-0,11";"4,49"
"1746356400";"04.05.2025 14:00";"8,22";"8,22";"-1,01";"8,22"
"1746360000";"04.05.2025 15:00";"9,2";"9,2";"-2,84";"9,2"
"1746363600";"04.05.2025 16:00";"20,07";"20,07";"-0,61";"20,07"
"1746367200";"04.05.2025 17:00";"8,24";"8,24";"0,48";"8,24"
"1746370800";"04.05.2025 18:00";"10,22";"10,22";"3,1";"10,22"
"1746374400";"04.05.2025 19:00";"61,12";"61,12";"3,16";"61,12"
"1746378000";"04.05.2025 20:00";"96,91";"96,91";"4,1";"96,91"
"1746381600";"04.05.2025 21:00";"109,6";"109,6";"4,83";"109,6"
"1746385200";"04.05.2025 22:00";"111,17";"111,17";"4,99";"111,17"
"1746388800";"04.05.2025 23:00";"77,49";"77,49";"6,12";"77,49"
"1746392400";"05.05.2025 00:00";"70,24";"70,24";"7,99";"70,24"
"1746396000";"05.05.2025 01:00";"65,09";"65,09";"4,2";"65,09"
"1746399600";"05.05.2025 02:00";"38,26";"38,26";"5,15";"38,26"
"1746403200";"05.05.2025 03:00";"34,75";"34,75";"6,06";"34,75"
"1746406800";"05.05.2025 04:00";"72,92";"72,92";"4,28";"72,92"
"1746410400";"05.05.2025 05:00";"62,6";"62,6";"5,9";"62,6"
"1746414000";"05.05.2025 06:00";"89,2";"89,2";"7,23";"89,2"
"1746417600";"05.05.2025 07:00";"109,84";"109,84";"31,89";"109,84"
"1746421200";"05.05.2025 08:00";"119,67";"119,67";"45,55";"119,67"
"1746424800";"05.05.2025 09:00";"85,05";"85,05";"52,27";"85,05"
"1746428400";"05.05.2025 10:00";"23,94";"23,94";"23,94";"23,94"
"1746432000";"05.05.2025 11:00";"15,3";"15,3";"15,3";"15,3"
"1746435600";"05.05.2025 12:00";"13,33";"13,33";"13,33";"13,33"
"1746439200";"05.05.2025 13:00";"20,08";"20,08";"11,54";"11,54"
"1746442800";"05.05.2025 14:00";"23,38";"23,38";"11,35";"11,35"
"1746446400";"05.05.2025 15:00";"32,98";"32,98";"11,02";"11,02"
"1746450000";"05.05.2025 16:00";"29,37";"29,37";"11,11";"11,11"
"1746453600";"05.05.2025 17:00";"20,02";"20,02";"15,23";"20,02"
"1746457200";"05.05.2025 18:00";"55,01";"55,01";"55,01";"55,01"
"1746460800";"05.05.2025 19:00";"59,97";"59,97";"59,97";"59,97"
"1746464400";"05.05.2025 20:00";"135,85";"135,85";"89,58";"135,85"
"1746468000";"05.05.2025 21:00";"250,03";"250,03";"86";"250,03"
"1746471600";"05.05.2025 22:00";"70,24";"70,24";"68,4";"70,24"
"1746475200";"05.05.2025 23:00";"41,63";"41,63";"23,2";"41,63"
"1746478800";"06.05.2025 00:00";"37,36";"37,36";"12,94";"37,36"
"1746482400";"06.05.2025 01:00";"41,72";"41,72";"15,4";"41,72"
"1746486000";"06.05.2025 02:00";"42,63";"42,63";"15,91";"42,63"
"1746489600";"06.05.2025 03:00";"42,28";"42,28";"16";"42,28"
"1746493200";"06.05.2025 04:00";"42";"42";"15,99";"42"
"1746496800";"06.05.2025 05:00";"35,1";"35,1";"18,27";"35,1"
"1746500400";"06.05.2025 06:00";"58,43";"58,43";"27,48";"58,43"
"1746504000";"06.05.2025 07:00";"81,96";"81,96";"70,59";"81,96"
"1746507600";"06.05.2025 08:00";"121,5";"121,5";"85,15";"121,5"
"1746511200";"06.05.2025 09:00";"84,45";"84,45";"79,73";"84,45"
"1746514800";"06.05.2025 10:00";"66,26";"66,26";"58,59";"66,26"
"1746518400";"06.05.2025 11:00";"49,71";"49,71";"32,62";"49,71"
"1746522000";"06.05.2025 12:00";"37,93";"37,93";"8,15";"37,93"
"1746525600";"06.05.2025 13:00";"38,24";"38,24";"5,99";"38,24"
"1746529200";"06.05.2025 14:00";"31,65";"31,65";"5,78";"31,65"
"1746532800";"06.05.2025 15:00";"44,08";"44,08";"5,03";"44,08"
"1746536400";"06.05.2025 16:00";"43,81";"43,81";"4,46";"43,81"
"1746540000";"06.05.2025 17:00";"77,03";"77,03";"4,84";"77,03"
"1746543600";"06.05.2025 18:00";"93,39";"93,39";"9,11";"93,39"
"1746547200";"06.05.2025 19:00";"104,33";"104,33";"19,24";"104,33"
"1746550800";"06.05.2025 20:00";"140,72";"140,72";"45,47";"140,72"
"1746554400";"06.05.2025 21:00";"155,8";"155,8";"64,86";"155,8"
"1746558000";"06.05.2025 22:00";"132,93";"132,93";"67,58";"132,93"
"1746561600";"06.05.2025 23:00";"116,51";"116,51";"36,28";"116,51"
"1746565200";"07.05.2025 00:00";"99,95";"99,95";"25";"99,95"
"1746568800";"07.05.2025 01:00";"88,11";"88,11";"22,34";"88,11"
"1746572400";"07.05.2025 02:00";"83,14";"83,14";"14,26";"83,14"
"1746576000";"07.05.2025 03:00";"81,78";"81,78";"12,59";"81,78"
"1746579600";"07.05.2025 04:00";"84,61";"84,61";"13,69";"84,61"
"1746583200";"07.05.2025 05:00";"90,88";"90,88";"19,34";"90,88"
"1746586800";"07.05.2025 06:00";"105,96";"105,96";"55,31";"105,96"
"1746590400";"07.05.2025 07:00";"128,57";"128,57";"111,77";"128,57"
"1746594000";"07.05.2025 08:00";"143,95";"143,95";"143,95";"143,95"
"1746597600";"07.05.2025 09:00";"123,36";"123,36";"123,36";"123,36"
"1746601200";"07.05.2025 10:00";"93,71";"93,71";"92,48";"93,71"
"1746604800";"07.05.2025 11:00";"73,71";"73,71";"62,72";"73,71"
"1746608400";"07.05.2025 12:00";"70,24";"70,24";"66,25";"70,24"
"1746612000";"07.05.2025 13:00";"61,64";"61,64";"57,84";"61,64"
"1746615600";"07.05.2025 14:00";"60,17";"60,17";"31,59";"60,17"
"1746619200";"07.05.2025 15:00";"63,99";"63,99";"27,14";"63,99"
"1746622800";"07.05.2025 16:00";"67,21";"67,21";"25";"67,21"
"1746626400";"07.05.2025 17:00";"78,71";"78,71";"30,77";"78,71"
"1746630000";"07.05.2025 18:00";"93,94";"93,94";"83,88";"93,94"
"1746633600";"07.05.2025 19:00";"110,57";"110,57";"110,57";"110,57"
"1746637200";"07.05.2025 20:00";"150,83";"150,83";"150,83";"150,83"
