"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1735682400";"01.01.2025 00:00";"4,01";"2,05";"4,01";"4,01"
"1735686000";"01.01.2025 01:00";"4,85";"2,97";"4,85";"4,85"
"1735689600";"01.01.2025 02:00";"3,95";"2,3";"3,95";"3,95"
"1735693200";"01.01.2025 03:00";"3,8";"2,28";"3,8";"3,8"
"1735696800";"01.01.2025 04:00";"3,46";"1,8";"3,46";"3,46"
"1735700400";"01.01.2025 05:00";"3,44";"1,5";"3,44";"3,44"
"1735704000";"01.01.2025 06:00";"3,88";"2,58";"3,88";"3,88"
"1735707600";"01.01.2025 07:00";"20,88";"1,59";"20,88";"20,88"
"1735711200";"01.01.2025 08:00";"36,54";"1,8";"36,55";"36,54"
"1735714800";"01.01.2025 09:00";"41,79";"2,71";"41,79";"41,79"
"1735718400";"01.01.2025 10:00";"52";"3,02";"52,01";"52"
"1735722000";"01.01.2025 11:00";"75";"4,04";"75";"75"
"1735725600";"01.01.2025 12:00";"79,99";"4,19";"79,99";"79,99"
"1735729200";"01.01.2025 13:00";"77,02";"4,21";"77,02";"77,02"
"1735732800";"01.01.2025 14:00";"80";"4,27";"80";"80"
"1735736400";"01.01.2025 15:00";"85,17";"5,78";"85,17";"85,17"
"1735740000";"01.01.2025 16:00";"93,19";"12,28";"93,19";"93,19"
"1735743600";"01.01.2025 17:00";"101,72";"19,04";"101,72";"101,72"
"1735747200";"01.01.2025 18:00";"99,89";"21,01";"99,89";"99,89"
"1735750800";"01.01.2025 19:00";"101,71";"16,56";"101,71";"101,71"
"1735754400";"01.01.2025 20:00";"92,43";"10,05";"92,43";"92,43"
"1735758000";"01.01.2025 21:00";"89,99";"8,05";"89,99";"89,99"
"1735761600";"01.01.2025 22:00";"106,22";"6,83";"106,22";"106,22"
"1735765200";"01.01.2025 23:00";"106,22";"9,71";"106,22";"106,22"
"1735768800";"02.01.2025 00:00";"90,6";"7,03";"90,6";"90,6"
"1735772400";"02.01.2025 01:00";"51,32";"3,21";"51,32";"51,32"
"1735776000";"02.01.2025 02:00";"42,01";"3,07";"42,01";"42,01"
"1735779600";"02.01.2025 03:00";"40,73";"3,86";"40,74";"40,73"
"1735783200";"02.01.2025 04:00";"37,03";"6,75";"37,03";"37,03"
"1735786800";"02.01.2025 05:00";"42,91";"11,31";"42,9";"42,91"
"1735790400";"02.01.2025 06:00";"74,9";"19,12";"74,9";"74,9"
"1735794000";"02.01.2025 07:00";"82,76";"40,08";"82,76";"82,76"
"1735797600";"02.01.2025 08:00";"94,93";"93,73";"94,93";"94,93"
"1735801200";"02.01.2025 09:00";"123,89";"118,61";"118,62";"123,89"
"1735804800";"02.01.2025 10:00";"125,7";"124,52";"125,7";"125,7"
"1735808400";"02.01.2025 11:00";"123,31";"123,31";"123,32";"123,31"
"1735812000";"02.01.2025 12:00";"110,47";"110,47";"110,47";"110,47"
"1735815600";"02.01.2025 13:00";"101,39";"100,69";"101,39";"101,39"
"1735819200";"02.01.2025 14:00";"108,02";"108,02";"106,88";"108,02"
"1735822800";"02.01.2025 15:00";"113,55";"113,55";"113,55";"113,55"
"1735826400";"02.01.2025 16:00";"130,11";"130,11";"129,15";"130,11"
"1735830000";"02.01.2025 17:00";"136,43";"136,43";"135,28";"136,43"
"1735833600";"02.01.2025 18:00";"151,99";"151,99";"150,22";"151,99"
"1735837200";"02.01.2025 19:00";"152,6";"152,6";"148,43";"152,6"
"1735840800";"02.01.2025 20:00";"139,06";"139,06";"109,51";"139,06"
"1735844400";"02.01.2025 21:00";"128,74";"128,74";"104,67";"128,74"
"1735848000";"02.01.2025 22:00";"100,91";"100,91";"77,65";"100,91"
"1735851600";"02.01.2025 23:00";"101,27";"101,27";"66,87";"101,27"
"1735855200";"03.01.2025 00:00";"58,07";"58,07";"58,07";"58,07"
"1735858800";"03.01.2025 01:00";"47,8";"47,8";"43,43";"47,8"
"1735862400";"03.01.2025 02:00";"50,66";"50,66";"50,66";"50,66"
"1735866000";"03.01.2025 03:00";"37,42";"37,42";"37,42";"37,42"
"1735869600";"03.01.2025 04:00";"33,43";"33,43";"33,43";"33,43"
"1735873200";"03.01.2025 05:00";"39,92";"39,92";"39,92";"39,92"
"1735876800";"03.01.2025 06:00";"68";"68";"67,99";"68"
"1735880400";"03.01.2025 07:00";"97,53";"97,53";"83,01";"97,53"
"1735884000";"03.01.2025 08:00";"123,89";"123,89";"123,89";"123,89"
"1735887600";"03.01.2025 09:00";"125,82";"125,82";"125,82";"125,82"
"1735891200";"03.01.2025 10:00";"127,03";"127,03";"127,05";"127,03"
"1735894800";"03.01.2025 11:00";"100";"100";"100";"100"
"1735898400";"03.01.2025 12:00";"73,93";"73,93";"105,95";"105,94"
"1735902000";"03.01.2025 13:00";"89,18";"89,18";"89,18";"89,18"
"1735905600";"03.01.2025 14:00";"92,99";"92,99";"92,99";"92,99"
"1735909200";"03.01.2025 15:00";"94,02";"94,02";"94,02";"94,02"
"1735912800";"03.01.2025 16:00";"99,95";"89,08";"101,03";"101,03"
"1735916400";"03.01.2025 17:00";"100,65";"100,65";"123,89";"123,89"
"1735920000";"03.01.2025 18:00";"106,2";"106,2";"119,91";"119,91"
"1735923600";"03.01.2025 19:00";"119,9";"108,99";"119,9";"119,9"
"1735927200";"03.01.2025 20:00";"108,44";"108,44";"108,44";"108,44"
"1735930800";"03.01.2025 21:00";"88,19";"88,19";"88,19";"88,19"
"1735934400";"03.01.2025 22:00";"91,2";"88,5";"91,2";"91,2"
"1735938000";"03.01.2025 23:00";"74,86";"67,77";"91,19";"91,19"
"1735941600";"04.01.2025 00:00";"68,32";"68,32";"77,06";"77,06"
"1735945200";"04.01.2025 01:00";"51,81";"50,89";"51,81";"51,81"
"1735948800";"04.01.2025 02:00";"48,64";"47,57";"48,64";"48,64"
"1735952400";"04.01.2025 03:00";"48,45";"43,89";"48,45";"48,45"
"1735956000";"04.01.2025 04:00";"55,01";"43,91";"55,01";"55,01"
"1735959600";"04.01.2025 05:00";"47,97";"42,77";"47,97";"47,97"
"1735963200";"04.01.2025 06:00";"58,5";"43,07";"58,5";"58,5"
"1735966800";"04.01.2025 07:00";"59,67";"57,77";"59,67";"59,67"
"1735970400";"04.01.2025 08:00";"85,17";"85,17";"85,17";"85,17"
"1735974000";"04.01.2025 09:00";"101,1";"101,1";"101,1";"101,1"
"1735977600";"04.01.2025 10:00";"106,83";"106,83";"106,83";"106,83"
"1735981200";"04.01.2025 11:00";"107,45";"107,45";"107,45";"107,45"
"1735984800";"04.01.2025 12:00";"106,48";"106,48";"106,48";"106,48"
"1735988400";"04.01.2025 13:00";"104,2";"104,2";"104,2";"104,2"
"1735992000";"04.01.2025 14:00";"78,86";"78,86";"78,86";"78,86"
"1735995600";"04.01.2025 15:00";"113,79";"113,79";"113,79";"113,79"
"1735999200";"04.01.2025 16:00";"138,39";"138,39";"138,39";"138,39"
"1736002800";"04.01.2025 17:00";"145,06";"143,57";"149,99";"145,06"
"1736006400";"04.01.2025 18:00";"148,75";"148,75";"150,17";"148,75"
"1736010000";"04.01.2025 19:00";"141,97";"141,97";"147,33";"141,97"
"1736013600";"04.01.2025 20:00";"135,06";"135,06";"140,1";"135,06"
"1736017200";"04.01.2025 21:00";"119,11";"119,11";"123,2";"119,11"
"1736020800";"04.01.2025 22:00";"115,41";"115,41";"120,5";"115,41"
"1736024400";"04.01.2025 23:00";"77,21";"74,45";"77,21";"77,21"
"1736028000";"05.01.2025 00:00";"64,4";"62,11";"64,41";"64,4"
"1736031600";"05.01.2025 01:00";"56,81";"56,81";"56,81";"56,81"
"1736035200";"05.01.2025 02:00";"57,59";"57,59";"57,59";"57,59"
"1736038800";"05.01.2025 03:00";"58,58";"58,58";"58,58";"58,58"
"1736042400";"05.01.2025 04:00";"60,59";"60,59";"60,59";"60,59"
"1736046000";"05.01.2025 05:00";"69,56";"69,56";"69,56";"69,56"
"1736049600";"05.01.2025 06:00";"84,82";"84,82";"71,34";"84,82"
"1736053200";"05.01.2025 07:00";"85,68";"85,68";"85,68";"85,68"
"1736056800";"05.01.2025 08:00";"85,41";"84,73";"85,41";"85,41"
"1736060400";"05.01.2025 09:00";"89,3";"89,3";"89,3";"89,3"
"1736064000";"05.01.2025 10:00";"98,82";"98,82";"98,82";"98,82"
"1736067600";"05.01.2025 11:00";"106,02";"106,02";"106,02";"106,02"
"1736071200";"05.01.2025 12:00";"99,97";"99,97";"99,97";"99,97"
"1736074800";"05.01.2025 13:00";"93,5";"93,5";"93,5";"93,5"
"1736078400";"05.01.2025 14:00";"99,54";"99,54";"91,29";"99,54"
"1736082000";"05.01.2025 15:00";"119,03";"119,03";"106,03";"119,03"
"1736085600";"05.01.2025 16:00";"119,09";"119,09";"99,97";"119,09"
"1736089200";"05.01.2025 17:00";"145,01";"145,01";"76,21";"145,01"
"1736092800";"05.01.2025 18:00";"140,01";"140,01";"70,06";"140,01"
"1736096400";"05.01.2025 19:00";"119,08";"119,08";"67,34";"119,08"
"1736100000";"05.01.2025 20:00";"119,02";"119,02";"52,85";"119,02"
"1736103600";"05.01.2025 21:00";"93,5";"93,5";"37,2";"93,5"
"1736107200";"05.01.2025 22:00";"85,45";"85,45";"38,74";"85,45"
"1736110800";"05.01.2025 23:00";"71,98";"71,98";"35,75";"71,98"
"1736114400";"06.01.2025 00:00";"49,41";"49,41";"27,16";"49,41"
"1736118000";"06.01.2025 01:00";"55,01";"55,01";"55,01";"55,01"
"1736121600";"06.01.2025 02:00";"44,19";"44,19";"44,19";"44,19"
"1736125200";"06.01.2025 03:00";"39,99";"39,99";"39,99";"39,99"
"1736128800";"06.01.2025 04:00";"44,95";"44,95";"44,95";"44,95"
"1736132400";"06.01.2025 05:00";"55";"55";"55";"55"
"1736136000";"06.01.2025 06:00";"75,01";"40,97";"75,01";"75,01"
"1736139600";"06.01.2025 07:00";"88,09";"49,72";"88,09";"88,09"
"1736143200";"06.01.2025 08:00";"103,23";"103,23";"103,23";"103,23"
"1736146800";"06.01.2025 09:00";"97,83";"97,83";"97,83";"97,83"
"1736150400";"06.01.2025 10:00";"99,94";"99,94";"99,94";"99,94"
"1736154000";"06.01.2025 11:00";"119,99";"95,08";"119,99";"119,99"
"1736157600";"06.01.2025 12:00";"93,5";"50,74";"93,5";"93,5"
"1736161200";"06.01.2025 13:00";"93,5";"85,09";"93,49";"93,5"
"1736164800";"06.01.2025 14:00";"93,49";"93,49";"93,49";"93,49"
"1736168400";"06.01.2025 15:00";"106,02";"106,02";"106,02";"106,02"
"1736172000";"06.01.2025 16:00";"120";"109,03";"119,99";"120"
"1736175600";"06.01.2025 17:00";"106,03";"106,03";"106,03";"106,03"
"1736179200";"06.01.2025 18:00";"106,02";"106,02";"106,02";"106,02"
"1736182800";"06.01.2025 19:00";"106,02";"106,02";"106,03";"106,02"
"1736186400";"06.01.2025 20:00";"93,49";"78,01";"93,49";"93,49"
"1736190000";"06.01.2025 21:00";"71,5";"71,5";"55,41";"71,5"
"1736193600";"06.01.2025 22:00";"55,14";"55,14";"55,01";"55,14"
"1736197200";"06.01.2025 23:00";"37,07";"37,07";"30,78";"37,07"
"1736200800";"07.01.2025 00:00";"33,03";"33,03";"19,02";"33,03"
"1736204400";"07.01.2025 01:00";"20,19";"20,19";"20,19";"20,19"
"1736208000";"07.01.2025 02:00";"6,97";"6,97";"6,97";"6,97"
"1736211600";"07.01.2025 03:00";"5,7";"5,7";"5,7";"5,7"
"1736215200";"07.01.2025 04:00";"4,96";"4,96";"4,96";"4,96"
"1736218800";"07.01.2025 05:00";"5,35";"5,35";"5,35";"5,35"
"1736222400";"07.01.2025 06:00";"5,82";"5,82";"5,82";"5,82"
"1736226000";"07.01.2025 07:00";"80,62";"80,62";"27,46";"80,62"
"1736229600";"07.01.2025 08:00";"102,53";"102,53";"36,14";"102,53"
"1736233200";"07.01.2025 09:00";"116,5";"116,5";"37,45";"116,5"
"1736236800";"07.01.2025 10:00";"119,43";"119,43";"34,97";"119,43"
"1736240400";"07.01.2025 11:00";"101,93";"101,93";"34,24";"101,93"
"1736244000";"07.01.2025 12:00";"97,82";"97,82";"34,63";"97,82"
"1736247600";"07.01.2025 13:00";"98,41";"98,41";"33,21";"98,41"
"1736251200";"07.01.2025 14:00";"111,7";"111,7";"33,26";"111,7"
"1736254800";"07.01.2025 15:00";"113,44";"113,44";"29,61";"113,44"
"1736258400";"07.01.2025 16:00";"120,57";"120,57";"31,54";"120,57"
"1736262000";"07.01.2025 17:00";"120,55";"120,55";"22,32";"120,55"
"1736265600";"07.01.2025 18:00";"109,79";"109,79";"22";"109,79"
"1736269200";"07.01.2025 19:00";"98,1";"98,1";"17,84";"98,1"
"1736272800";"07.01.2025 20:00";"105,87";"105,87";"7,22";"105,87"
"1736276400";"07.01.2025 21:00";"93,49";"93,49";"5,95";"93,49"
"1736280000";"07.01.2025 22:00";"82,88";"82,88";"5,94";"82,88"
"1736283600";"07.01.2025 23:00";"79,23";"79,23";"5,13";"79,23"
"1736287200";"08.01.2025 00:00";"50,24";"50,24";"4,33";"50,24"
"1736290800";"08.01.2025 01:00";"71,82";"71,82";"3,82";"71,82"
"1736294400";"08.01.2025 02:00";"65,79";"65,79";"3,91";"65,79"
"1736298000";"08.01.2025 03:00";"55,98";"55,98";"6,6";"55,98"
"1736301600";"08.01.2025 04:00";"53,09";"53,09";"6,48";"53,09"
"1736305200";"08.01.2025 05:00";"53,49";"53,49";"5,2";"53,49"
"1736308800";"08.01.2025 06:00";"79,18";"79,18";"12,59";"79,18"
"1736312400";"08.01.2025 07:00";"104,62";"104,62";"11,81";"104,62"
"1736316000";"08.01.2025 08:00";"150";"150";"36,29";"150"
"1736319600";"08.01.2025 09:00";"125,1";"125,1";"51,8";"125,1"
"1736323200";"08.01.2025 10:00";"149,81";"149,81";"59,72";"149,81"
"1736326800";"08.01.2025 11:00";"125,09";"125,09";"63,92";"125,09"
"1736330400";"08.01.2025 12:00";"200,01";"200,01";"71,21";"200,01"
"1736334000";"08.01.2025 13:00";"200,01";"200,01";"71,01";"200,01"
"1736337600";"08.01.2025 14:00";"107,34";"107,34";"76,15";"107,34"
"1736341200";"08.01.2025 15:00";"118,55";"118,55";"83,3";"118,55"
"1736344800";"08.01.2025 16:00";"125,08";"125,08";"108,54";"125,08"
"1736348400";"08.01.2025 17:00";"136,34";"136,34";"136,34";"136,34"
"1736352000";"08.01.2025 18:00";"150,8";"150,8";"144,22";"150,8"
"1736355600";"08.01.2025 19:00";"142,68";"142,68";"132,4";"142,68"
"1736359200";"08.01.2025 20:00";"140,9";"140,9";"133,69";"140,9"
"1736362800";"08.01.2025 21:00";"107,69";"107,69";"99,92";"107,69"
"1736366400";"08.01.2025 22:00";"93,91";"93,91";"91,29";"93,91"
"1736370000";"08.01.2025 23:00";"75,72";"75,72";"75,72";"75,72"
"1736373600";"09.01.2025 00:00";"50,03";"50,03";"46,96";"50,03"
"1736377200";"09.01.2025 01:00";"33,36";"33,36";"31,34";"33,36"
"1736380800";"09.01.2025 02:00";"31,27";"31,27";"29,07";"31,27"
"1736384400";"09.01.2025 03:00";"30,71";"30,71";"28,29";"30,71"
"1736388000";"09.01.2025 04:00";"31,29";"31,29";"28,94";"31,29"
"1736391600";"09.01.2025 05:00";"33,13";"33,13";"30,99";"33,13"
"1736395200";"09.01.2025 06:00";"43,41";"43,41";"43,41";"43,41"
"1736398800";"09.01.2025 07:00";"130,44";"130,44";"70,09";"130,44"
"1736402400";"09.01.2025 08:00";"147,64";"147,64";"153,37";"153,37"
"1736406000";"09.01.2025 09:00";"162,27";"162,27";"163,43";"163,43"
"1736409600";"09.01.2025 10:00";"154,31";"154,31";"155,46";"155,47"
"1736413200";"09.01.2025 11:00";"145,74";"145,74";"146,29";"146,29"
"1736416800";"09.01.2025 12:00";"146,35";"146,35";"146,35";"146,35"
"1736420400";"09.01.2025 13:00";"133,5";"133,5";"133,5";"133,5"
"1736424000";"09.01.2025 14:00";"127,51";"127,51";"126,15";"127,51"
"1736427600";"09.01.2025 15:00";"152,92";"152,92";"129,09";"152,92"
"1736431200";"09.01.2025 16:00";"134,72";"134,72";"134,73";"134,72"
"1736434800";"09.01.2025 17:00";"148,18";"148,18";"136,3";"148,18"
"1736438400";"09.01.2025 18:00";"138,23";"138,23";"138,24";"138,23"
"1736442000";"09.01.2025 19:00";"141,43";"141,43";"141,43";"141,43"
"1736445600";"09.01.2025 20:00";"130,53";"130,53";"130,53";"130,53"
"1736449200";"09.01.2025 21:00";"120,93";"120,93";"120,93";"120,93"
"1736452800";"09.01.2025 22:00";"102,52";"102,52";"102,51";"102,52"
"1736456400";"09.01.2025 23:00";"99,8";"99,8";"99,8";"99,8"
"1736460000";"10.01.2025 00:00";"69,51";"69,51";"69,51";"69,51"
"1736463600";"10.01.2025 01:00";"79,76";"79,76";"68,75";"79,76"
"1736467200";"10.01.2025 02:00";"79,74";"79,74";"58,49";"79,74"
"1736470800";"10.01.2025 03:00";"54,95";"54,95";"54,95";"54,95"
"1736474400";"10.01.2025 04:00";"50,94";"50,94";"50,94";"50,94"
"1736478000";"10.01.2025 05:00";"66,18";"66,18";"52,86";"66,18"
"1736481600";"10.01.2025 06:00";"75,09";"75,09";"62,85";"75,09"
"1736485200";"10.01.2025 07:00";"101,21";"101,21";"101,21";"101,21"
"1736488800";"10.01.2025 08:00";"124,41";"124,41";"125,63";"125,63"
"1736492400";"10.01.2025 09:00";"140";"140";"141,3";"141,3"
"1736496000";"10.01.2025 10:00";"136,38";"136,38";"137,3";"137,3"
"1736499600";"10.01.2025 11:00";"124,76";"124,76";"124,76";"124,76"
"1736503200";"10.01.2025 12:00";"115,15";"115,15";"115,15";"115,15"
"1736506800";"10.01.2025 13:00";"189,33";"189,33";"110,32";"189,33"
"1736510400";"10.01.2025 14:00";"105,01";"105,01";"105,01";"105,01"
"1736514000";"10.01.2025 15:00";"110,01";"110,01";"110,01";"110,01"
"1736517600";"10.01.2025 16:00";"125,66";"125,66";"125,66";"125,66"
"1736521200";"10.01.2025 17:00";"130,43";"130,43";"129,91";"130,43"
"1736524800";"10.01.2025 18:00";"138,26";"138,26";"138,25";"138,26"
"1736528400";"10.01.2025 19:00";"135,95";"135,95";"135,95";"135,95"
"1736532000";"10.01.2025 20:00";"96,03";"96,03";"96,03";"96,03"
"1736535600";"10.01.2025 21:00";"55,09";"55,09";"55,09";"55,09"
"1736539200";"10.01.2025 22:00";"46,82";"46,82";"46,82";"46,82"
"1736542800";"10.01.2025 23:00";"40,47";"40,47";"40,47";"40,47"
"1736546400";"11.01.2025 00:00";"33,29";"33,29";"32,06";"33,29"
"1736550000";"11.01.2025 01:00";"28,08";"28,08";"26,79";"28,08"
"1736553600";"11.01.2025 02:00";"22,01";"22,01";"22,01";"22,01"
"1736557200";"11.01.2025 03:00";"17,58";"17,58";"17,58";"17,58"
"1736560800";"11.01.2025 04:00";"15,74";"15,74";"15,74";"15,74"
"1736564400";"11.01.2025 05:00";"20,23";"20,23";"20,23";"20,23"
"1736568000";"11.01.2025 06:00";"25,27";"25,27";"25,27";"25,27"
"1736571600";"11.01.2025 07:00";"29,77";"29,77";"27,47";"29,77"
"1736575200";"11.01.2025 08:00";"35,44";"35,44";"35,44";"35,44"
"1736578800";"11.01.2025 09:00";"105,11";"105,11";"38,83";"105,11"
"1736582400";"11.01.2025 10:00";"104,28";"104,28";"41,11";"104,28"
"1736586000";"11.01.2025 11:00";"102,57";"102,57";"42,7";"102,57"
"1736589600";"11.01.2025 12:00";"99,67";"99,67";"42,81";"99,67"
"1736593200";"11.01.2025 13:00";"96,78";"96,78";"42,26";"96,78"
"1736596800";"11.01.2025 14:00";"93,15";"93,15";"44,85";"93,15"
"1736600400";"11.01.2025 15:00";"96,79";"96,79";"44,74";"96,79"
"1736604000";"11.01.2025 16:00";"104,85";"104,85";"45,34";"104,85"
"1736607600";"11.01.2025 17:00";"110,11";"110,11";"47,88";"110,11"
"1736611200";"11.01.2025 18:00";"114,86";"114,86";"51,56";"114,86"
"1736614800";"11.01.2025 19:00";"114,48";"114,48";"48,25";"114,48"
"1736618400";"11.01.2025 20:00";"113,93";"113,93";"45,58";"113,93"
"1736622000";"11.01.2025 21:00";"107,52";"107,52";"43,34";"107,52"
"1736625600";"11.01.2025 22:00";"105,23";"105,23";"43,52";"105,23"
"1736629200";"11.01.2025 23:00";"100,74";"100,74";"41,27";"100,74"
"1736632800";"12.01.2025 00:00";"85,13";"85,13";"35,14";"85,13"
"1736636400";"12.01.2025 01:00";"85,14";"85,14";"30,75";"85,14"
"1736640000";"12.01.2025 02:00";"85,31";"85,31";"26,15";"85,31"
"1736643600";"12.01.2025 03:00";"83,48";"83,48";"25,16";"83,48"
"1736647200";"12.01.2025 04:00";"49,18";"49,18";"30,35";"49,18"
"1736650800";"12.01.2025 05:00";"34,34";"34,34";"34,34";"34,34"
"1736654400";"12.01.2025 06:00";"40,13";"40,13";"35,51";"40,13"
"1736658000";"12.01.2025 07:00";"36";"36";"36";"36"
"1736661600";"12.01.2025 08:00";"36,66";"36,66";"36,66";"36,66"
"1736665200";"12.01.2025 09:00";"39,83";"39,83";"39,83";"39,83"
"1736668800";"12.01.2025 10:00";"55";"55";"55";"55"
"1736672400";"12.01.2025 11:00";"70,46";"70,46";"70,46";"70,46"
"1736676000";"12.01.2025 12:00";"80,7";"80,7";"80,7";"80,7"
"1736679600";"12.01.2025 13:00";"72,03";"72,03";"72,03";"72,03"
"1736683200";"12.01.2025 14:00";"68";"68";"68";"68"
"1736686800";"12.01.2025 15:00";"92,9";"92,9";"83,96";"92,9"
"1736690400";"12.01.2025 16:00";"116,22";"116,22";"100";"116,22"
"1736694000";"12.01.2025 17:00";"130,12";"130,12";"94,86";"130,12"
"1736697600";"12.01.2025 18:00";"138,03";"138,03";"99,73";"138,03"
"1736701200";"12.01.2025 19:00";"146,19";"146,19";"106,92";"146,19"
"1736704800";"12.01.2025 20:00";"140,58";"140,58";"94,48";"140,58"
"1736708400";"12.01.2025 21:00";"131,98";"131,98";"77,01";"131,98"
"1736712000";"12.01.2025 22:00";"111,37";"111,37";"97,11";"111,37"
"1736715600";"12.01.2025 23:00";"73,44";"73,44";"73,44";"73,44"
"1736719200";"13.01.2025 00:00";"55,01";"55,01";"42,7";"55,01"
"1736722800";"13.01.2025 01:00";"41,69";"41,69";"22,93";"41,69"
"1736726400";"13.01.2025 02:00";"39,06";"39,06";"25,33";"39,06"
"1736730000";"13.01.2025 03:00";"39,23";"39,23";"20,46";"39,23"
"1736733600";"13.01.2025 04:00";"86,59";"86,59";"14,97";"86,59"
"1736737200";"13.01.2025 05:00";"98,1";"98,1";"13,33";"98,1"
"1736740800";"13.01.2025 06:00";"110,14";"110,14";"24,88";"110,14"
"1736744400";"13.01.2025 07:00";"140,29";"140,29";"30,01";"140,29"
"1736748000";"13.01.2025 08:00";"181,64";"181,64";"30,17";"181,64"
"1736751600";"13.01.2025 09:00";"222,42";"222,42";"26,89";"222,42"
"1736755200";"13.01.2025 10:00";"144,73";"144,73";"10,8";"144,73"
"1736758800";"13.01.2025 11:00";"142,31";"142,31";"14,99";"142,31"
"1736762400";"13.01.2025 12:00";"130,02";"130,02";"13,57";"130,02"
"1736766000";"13.01.2025 13:00";"130,56";"130,56";"11,09";"130,56"
"1736769600";"13.01.2025 14:00";"142,62";"142,62";"4,46";"142,62"
"1736773200";"13.01.2025 15:00";"147,81";"147,81";"2,99";"147,81"
"1736776800";"13.01.2025 16:00";"151,22";"151,22";"2,87";"151,22"
"1736780400";"13.01.2025 17:00";"139,49";"139,49";"2,68";"139,49"
"1736784000";"13.01.2025 18:00";"115,02";"115,02";"2,51";"115,02"
"1736787600";"13.01.2025 19:00";"97,59";"97,59";"2,33";"97,59"
"1736791200";"13.01.2025 20:00";"30,2";"30,2";"2,26";"30,2"
"1736794800";"13.01.2025 21:00";"5,79";"5,79";"2,16";"5,79"
"1736798400";"13.01.2025 22:00";"5,3";"5,3";"2";"5,3"
"1736802000";"13.01.2025 23:00";"4,04";"4,04";"1,7";"4,04"
"1736805600";"14.01.2025 00:00";"1,52";"1,52";"0,28";"1,52"
"1736809200";"14.01.2025 01:00";"1,03";"1,03";"0,2";"1,03"
"1736812800";"14.01.2025 02:00";"1,02";"1,02";"0,2";"1,02"
"1736816400";"14.01.2025 03:00";"1,02";"1,02";"0,18";"1,02"
"1736820000";"14.01.2025 04:00";"1,03";"1,03";"0,09";"1,03"
"1736823600";"14.01.2025 05:00";"1,01";"1,01";"0,2";"1,01"
"1736827200";"14.01.2025 06:00";"1,26";"1,26";"1,26";"1,26"
"1736830800";"14.01.2025 07:00";"5,79";"5,79";"1,96";"5,79"
"1736834400";"14.01.2025 08:00";"91,09";"91,09";"2,52";"91,09"
"1736838000";"14.01.2025 09:00";"91,1";"91,1";"2,72";"91,1"
"1736841600";"14.01.2025 10:00";"91,09";"91,09";"2,7";"91,09"
"1736845200";"14.01.2025 11:00";"91,09";"91,09";"2,86";"91,09"
"1736848800";"14.01.2025 12:00";"91,09";"91,09";"2,91";"91,09"
"1736852400";"14.01.2025 13:00";"91,09";"91,09";"3,23";"91,09"
"1736856000";"14.01.2025 14:00";"79,91";"79,91";"3,5";"79,91"
"1736859600";"14.01.2025 15:00";"91,09";"91,09";"3,46";"91,09"
"1736863200";"14.01.2025 16:00";"91,1";"91,1";"7,64";"91,1"
"1736866800";"14.01.2025 17:00";"91,09";"91,09";"8,87";"91,09"
"1736870400";"14.01.2025 18:00";"91,1";"91,1";"9,1";"91,1"
"1736874000";"14.01.2025 19:00";"91,09";"91,09";"10,51";"91,09"
"1736877600";"14.01.2025 20:00";"91,09";"91,09";"11,45";"91,09"
"1736881200";"14.01.2025 21:00";"91,09";"91,09";"6,25";"91,09"
"1736884800";"14.01.2025 22:00";"91,09";"91,09";"12,17";"91,09"
"1736888400";"14.01.2025 23:00";"35,05";"35,05";"21,48";"35,05"
"1736892000";"15.01.2025 00:00";"30,09";"30,09";"19,69";"30,09"
"1736895600";"15.01.2025 01:00";"22,89";"22,89";"22,89";"22,89"
"1736899200";"15.01.2025 02:00";"23,08";"23,08";"19,58";"23,08"
"1736902800";"15.01.2025 03:00";"23,36";"23,36";"20,9";"23,36"
"1736906400";"15.01.2025 04:00";"34,3";"34,3";"33,88";"34,3"
"1736910000";"15.01.2025 05:00";"35,7";"35,7";"35,7";"35,7"
"1736913600";"15.01.2025 06:00";"113,42";"113,42";"82,27";"113,42"
"1736917200";"15.01.2025 07:00";"137,88";"137,88";"137,88";"137,88"
"1736920800";"15.01.2025 08:00";"202,55";"202,55";"202,55";"202,55"
"1736924400";"15.01.2025 09:00";"301,66";"301,66";"301,66";"301,66"
"1736928000";"15.01.2025 10:00";"200,83";"200,83";"105,8";"200,83"
"1736931600";"15.01.2025 11:00";"240,03";"240,03";"30,01";"240,03"
"1736935200";"15.01.2025 12:00";"216,47";"216,47";"15,08";"216,47"
"1736938800";"15.01.2025 13:00";"240,03";"240,03";"6,4";"240,03"
"1736942400";"15.01.2025 14:00";"240,03";"240,03";"7,46";"240,03"
"1736946000";"15.01.2025 15:00";"240,06";"240,06";"3";"240,06"
"1736949600";"15.01.2025 16:00";"200,24";"200,24";"2,78";"200,24"
"1736953200";"15.01.2025 17:00";"240,04";"240,04";"2,19";"240,04"
"1736956800";"15.01.2025 18:00";"240,01";"240,01";"2,13";"240,01"
"1736960400";"15.01.2025 19:00";"165,96";"165,96";"2,16";"165,96"
"1736964000";"15.01.2025 20:00";"215,95";"215,95";"2,14";"215,95"
"1736967600";"15.01.2025 21:00";"135,1";"135,1";"2,01";"135,1"
"1736971200";"15.01.2025 22:00";"91,7";"91,7";"2,07";"91,7"
